SM0	SMITH
XNPR	SCHNIPPER
XNTR	SCHNEITER
XNKLT	SCHNEEKLOTH
XNP	SCHNAPP
XMTS	SCHMITS
XMLSL	SCHMELZLE
XMLS	SCHMELZ
XMSR	SCHMEISSER
XMSR	SCHMEISER
XML	SCHMAHL
XLTJR	SCHLOTZHAUER
XLT	SCHLOTT
XLSPRK	SCHLOSSBERG
XLPF	SCHLIPF
XLKR	SCHLICKER
XLTR	SCHLEUDER
XLMR	SCHLEIMER
XLK	SCHLAUCH
XL	SCHLAU
XLFR	SCHLAEFER
XSR	SCHIESSER
XLR	SCHIELER
XT	SCHIED
X	SCHIE
XFRNT	SCHEUVRONT
XMN	SCHEUMANN
XRS	SCHERZ
XPRL	SCHEPERLE
XNRK	SCHENEWERK
SKM	SCHEMM
XLNKR	SCHELLENGER
XP	SCHAUPP
XF	SCHAUF
XTL	SCHAUDEL
X	SCHAU
XTSPRK	SCHATZBERG
XR	SCHARR
XPRT	SCHAPPERT
XP	SCHAPP
XML	SCHAMEL
XLRN	SCHALLHORN
XFRS	SCHAEFERS
XT	SCHADT
XTL	SCHADEL
XK	SCHACKOW
XPSK	SCHABOWSKI
XPS	SCHABES
XPRT	SCHABERT
XP	SCHAB
XP	SCHAAB
SKFT	SCAVOTTO
SKRFR	SCARVER
SKRSL	SCARSELLA
SKRPR	SCARBRO
SKMPL	SCAMPOLI
SKMN	SCAMMON
SKLN	SCALLON
SKL	SCALLEY
SKL	SCALE
SKFR	SCAFURI
SKTN	SCADDEN
SKK	SCACCO
SXK	SAWCHUK
SFN	SAVIANO
SFRXNK	SAVERCHENKO
SFL	SAVELLI
SFRN	SAVARINO
STSK	SATSKY
ST	SATOE
SRNSK	SARWINSKI
SRTR	SARTORIO
SRTRL	SARTORELLI
SR	SARRIA
SR	SARO
SRN	SARNA
SRKN	SARKIN
SRSK	SARISKY
SR	SARIO
SRSN	SARAZIN
SR	SARA
SP	SAPIA
SNTMR	SANTMYER
SNTMR	SANTMIER
SNTLN	SANTILLANA
SNTN	SANTANNA
SNTKRS	SANTACROCE
SNSS	SANSOUCI
SNS	SANNES
SNS	SANEZ
SNTFK	SANDVIG
SNTN	SANDINO
SNTL	SANDELLA
SNPRK	SANBURG
SM	SAMY
SMR	SAMMER
SMT	SAMIT
SLFX	SALVUCCI
SLF	SALVEY
SLFTR	SALVATORI
SLFNT	SALVANT
SLFJ	SALVAGE
SLTS	SALTS
SLTN	SALTON
SLTRL	SALTARELLI
SLT	SALT
SLM	SALOME
SLT	SALLADE
SLT	SALETTA
SLH	SALEHI
SLP	SALEEBY
SLM	SALAMEH
SLM	SALAMA
SLS	SALAIZ
SLF	SALAFIA
SKR	SAKRY
SK	SAKO
SKX	SAKASH
ST	SAITTA
SH	SAHU
SHR	SAHARA
SKL	SAGUIL
SKRR	SAGRERA
SKNMPN	SAGLIMBEN
SJ	SAGI
SJ	SAGGIO
SJN	SAGEN
SFRNK	SAFRANEK
SFK	SAFKO
SL	SAELI
STR	SADAR
SKR	SACRE
SKRT	SACCARDI
SPRT	SABORIDO
SPNS	SABINS
SPT	SABET
SP	SABBAH
SL	SAALE
RN	RYNNE
RNTRS	RYNDERS
RLNTS	RYLANDS
RKSK	RYKOWSKI
RSPSN	RUZBASAN
R	RUWE
RXK	RUTIAGA
R0LJ	RUTHLEDGE
RTK	RUTECKI
RS	RUSU
RSLR	RUSSLER
RRP	RURUP
RS	RUOZZO
RT	RUOT
RNLS	RUNELS
RMFL	RUMPHOL
RMPL	RUMPEL
RMPK	RUMPCA
RL	RULLO
RS	RUISI
RK	RUIC
RL	RUHLE
RFNR	RUFFANER
RFR	RUFER
RTS	RUETZ
RSNK	RUESINK
RL	RUEHLE
RT	RUEDY
RTN	RUDEN
RPLKP	RUBULCABA
R	RUA
R	ROYA
RLT	ROWALD
RFNR	ROVNER
RSL	ROUSELLE
RR	ROURA
RLSTN	ROULSTON
RJ	ROUGEAUX
RT	ROTTY
R0R	ROTHERY
RTRT	ROTERT
RSLR	ROSSLER
RSKNSK	ROSKOWINSKI
RSK	ROSIAK
RX	ROSH
RSNSTK	ROSENSTOCK
RSLS	ROSELIUS
RSN	ROSCIGNO
RSR	ROSARO
RST	ROSADA
RPRT	ROPERTO
RPRS	ROPERS
RKT	ROOKWOOD
RNK	RONGO
RNTNL	RONDINELLI
RNT	RONDA
RNXT	RONCHETTI
RMRL	ROMRELL
RLNKR	ROLLINGER
RL	ROLA
RKS	ROKOS
RR	ROHWER
RRXP	ROHRSCHEIB
RLF	ROHLF
RKL	ROGAL
RKSN	ROGACION
RXL	ROESCHLEY
RRS	ROERS
RMN	ROEMEN
RLFS	ROELOFS
RKL	ROEKLE
RRX	ROEHRICH
RTRKL	RODRIGUEL
RJS	RODGES
RTN	RODEEN
RT	RODDEY
RTM	RODDAM
RKMR	ROCQUEMORE
RKRS	ROCKERS
RX	ROCCIA
RPX	ROBISHAW
RPT	ROBIDA
RPX	ROBICHAU
RPRTX	ROBERTSHAW
RPRTN	ROBERTON
RPRT	ROBERTA
RPRK	ROBERG
RP	ROB
RR	ROARY
RST	RIZZUTI
RSL	RIZAL
RFRS	RIVEROS
RTNR	RITTENOUR
RSPR	RISPER
RPN	RIPPIN
RP	RIPP
RL	RIOLA
RKS	RIOGAS
RNR	RINNER
RNKS	RINGUS
RNKNT	RINGHAND
RNHRT	RINEHARDT
RNTRR	RINDERER
RKT	RIGOTTI
RKT	RIGHETTI
RK	RIGGI
RKNS	RIGGANS
RKS	RIGAZIO
RKT	RIGATTI
RFNPRK	RIFENBURG
R	RIEU
RM	RIEHM
RKLR	RIEGLER
RX	RIECH
RP	RIEBAU
RJL	RIDGEL
RTNS	RIDENS
RTNR	RIDENER
RTL	RIDDEL
RKNR	RICKNER
RXRT	RICHARDT
RXRTN	RICCIARDONE
RNRT	RHYNARD
RN	RHYAN
RTRK	RHODERICK
R	RHO
RNXMT	RHEINSCHMIDT
RSK	REZAK
RSNK	REUSING
RTKSK	RETTKOWSKI
RTR0	RETTERATH
RT	RETTA
RXT	RESHID
RP	REPPE
RPK	REPKE
RS	REOS
RM	REOME
RNSN	RENSEN
RNXLR	RENSCHLER
RNF	RENOVA
RNLT	RENOLLET
RNSN	RENISON
RNNKR	RENINGER
RNKRS	RENGERS
RNJL	RENGEL
RNRT	RENART
RN	RENA
RLHN	RELIHAN
RSN	REISEN
RNJR	REINIGER
RNTL	REINDEL
RL	REIL
RR	REIER
R	REH
RK	REGGIO
RJNR	REGENER
RKRS	REEKERS
RJR	REEGER
RTMN	REDMANN
RTNKR	REDDINGER
RTK	REDCAY
RKLNK	RECKLING
RPRT	REBERT
RTK	REATEGUI
RJN	REAGIN
RJN	REAGEN
RTNR	READNOUR
RSN	RAZZANO
RNLTS	RAYNOLDS
RR	RAYER
RPLT	RAYBOULD
RTN	RAWDON
RFT	RAVOTTA
RF	RAVO
RFTS	RAVITZ
RFRT	RAVERT
R0RT	RATHERT
RTRMN	RATERMAN
RTL	RATEL
RK	RAQUE
RPK	RAPKO
RNSN	RANSONE
RNSPRK	RANSBURG
RNN	RANGNOW
RNTN	RANDON
RNSFR	RANCIFER
RMTR	RAMOTAR
RMNS	RAMONES
RMN	RAMONE
RMR	RAMIRE
RMN	RAMIN
RMRS	RAMERES
RKSK	RAKOSKI
RJL	RAJALA
R0L	RAITHEL
RN	RAINIE
RNJ	RAINGE
RNP	RAINBOW
RKS	RAIGOZA
RMNK	RAHMING
RKS	RAGAZZO
RTMSK	RADOMSKI
RTX	RADISH
RTL	RADILLA
RTN	RADEN
RT	RADDE
RKN	RACANO
RPN	RABINE
RPL	RABIL
RPL	RABELL
RPSK	RABASCA
KTR	QUITERIO
KNS	QUINZI
KNK	QUINK
KNS	QUINCI
KLMS	QUILLIAMS
KLR	QUILLER
KTR	QUIDER
KNFL	QUENNEVILLE
KLX	QUELCH
KL	QUEELEY
KR	QUEAR
KTR	QUATTRO
KSTT	QUASTAD
KKNR	QUAGLIERI
PXR	PYSCHER
PST	PUST
PRTL	PURTLE
PRTL	PURTILL
PRTN	PURDIN
PRT	PUORTO
PNJ	PUNJA
PLM	PULLEM
PLFR	PULFER
PL	PULEIO
PJ	PUJIA
PTS	PUETZ
PLR	PUEHLER
PPL	PUEBLA
PTM	PTOMEY
PRSSMN	PRZEWOZMAN
PRSK	PRYSOCK
PRTR	PRUTER
PRNR	PRUNIER
PRS	PRUESS
PRTM	PRUDOM
PRKNK	PRUCHNIK
PRF	PROVEAUX
PRFT	PROPHIT
PRMS	PROMISE
PRKN	PROCKNOW
PRP	PROBY
PR	PRO
PRF	PRIVE
PRSS	PREZIOSI
PRS	PREZA
PRM	PREM
PRT	PREITE
PRSR	PREISSER
PRKLR	PREGLER
PRSL	PRECELLA
PRSM	PRAZMA
PRTS	PRATS
PRTR	PRATOR
PRKX	PRAKASH
PRM	PRAHM
PRTR	PRADER
PSNK	POZNIAK
PKSN	POXON
PLJ	POWLEDGE
PJ	POUGE
PT	POTT
PSTLT	POSTLEWAITE
PS0MS	POSTHUMUS
PSNK	POSNICK
PSL	POSLEY
PSK	POSKEY
PR	PORRO
PRT	POREDA
PPM	POPPEMA
PPT	POPAT
PNTKSTR	PONDEXTER
PNSN	PONCIANO
PMPL	POMPILIO
PMR	POMMER
PLSK	POLOSKY
PLM	POLLOM
PL	POLLO
PLK	POLLICA
PLR	POLLARO
PLS	POLIZIO
PLK	POLEK
PLK	POLACK
PLSK	POLACEK
PRT	POIROT
PRTNR	POERTNER
PTSK	PODUSKA
PKRS	POCKRUS
PXNTST	POCHINTESTA
PLM	PLUYM
PLHR	PLUHAR
PLK	PLUCK
PLNR	PLINER
PLML	PLIML
PLS	PLESE
PLSNT	PLEASENT
PLL	PLAYLE
PLSK	PLASKY
PLN	PLANE
PLK	PLACK
PSN	PIZANI
PTS	PITZ
PTR	PITTARI
PTRSL	PITRUZZELLO
PSTRS	PISTORIUS
PSTL	PISTILLI
PX	PISHA
PSL	PISELLI
PSK	PISCO
PRS	PIROS
PRN	PIRONE
PRL	PIROLLI
PRMN	PIRMAN
PRKL	PIRKL
PR	PIRIE
PK	PIQUE
PNTT	PINTADO
PNK	PINKEY
PNKR	PINGREY
PNKR	PINGER
PNL	PINELO
PLSNR	PILSNER
PL	PILLEY
PLKRN	PILGREEN
PLS	PILES
PL	PILA
PNTL	PIGNATELLO
PTK	PIETIG
PRT	PIERROTT
PRN	PIERRON
PRSL	PIERCEALL
PRT	PIERATT
PNT	PIENTA
PKS	PIEKOS
PXT	PIECHOTA
PKT	PICQUET
PKR	PICKAR
PSRN	PICERNO
PSN	PICENO
FFHR	PHYFIHER
FRNK	PHORNG
FRSTRF	PHEARSDORF
FRMS	PHARMES
FRS	PHARISS
PFL	PFUHL
PFNNK	PFENNING
PST	PEZZETTI
PF	PEVY
PTSLT	PETZOLDT
PTR	PETTREY
PTS	PETTAS
PT	PETTA
PTRS	PETROSS
PTRXL	PETROCHELLO
PTRL	PETRIELLO
PTRL	PETRELLI
PX	PETCH
PSTN	PESTONI
PSTN	PESTANO
PSK	PESICK
PSFNT	PESAVENTO
PRSNSK	PERZANOWSKI
PRN	PERRIEN
PRNT	PERRENOUD
PRK	PERQUE
PRF	PEROFF
PRLS	PERLAS
PRKRSN	PERKERSON
PRX	PERISHO
PRX	PERICH
PRFKT	PERFECT
PRKRN	PEREGRINO
PRK	PEREGOY
PRX	PERCH
PKN	PEQUENO
PNS	PENZA
PNSS	PENSIS
PNKT	PENQUITE
PNSTN	PENISTON
PNSTR	PENISTER
PNTL	PENDOLA
PNTRKRF	PENDERGRAPH
PL	PELLE
PLSR	PELCZAR
PLX	PELCH
PL	PELA
PLR	PEHLER
PKT	PEGODA
PL	PEELLE
PLNK	PEELING
PTRN	PEDRONI
PTLR	PEDLAR
PTR	PEDDER
PKRN	PECORAINO
PKMN	PECKMAN
PXL	PECHAL
PPSR0	PEBSWORTH
PSNL	PEASNALL
PSNT	PEASANT
PT	PEAD
PSMKR	PEACEMAKER
PTS	PAYTES
PSN	PAYSEN
PN	PAYN
PFLTK	PAVLETIC
PFLT	PAVLAT
PFLS	PAVLAS
PFS	PAVESE
PP	PAUP
PLS	PAULIS
PTRS	PATRICE
PTK	PATOCKA
PT	PAT
PSTRN	PASTORINO
PSKSL	PASCOCELLO
PR0MR	PARTHEMER
PRR	PARREIRA
PRT	PARIDO
PRT	PARETTI
PRTN	PARDUN
PRXMNT	PARCHMENT
PPSTN	PAPSTEIN
PPS	PAPPS
PPT	PAPETTI
PPKSTS	PAPAKOSTAS
PNTN	PANTONI
PNK	PANIK
PNFLF	PANFILOV
PNFL	PANFIL
PN	PANA
PMPX	PAMPUSCH
PMPRN	PAMPERIN
PLMTS	PALMITESSA
PLMR	PALMERO
PLT	PALLETT
PLL	PALILLA
PLS	PALESE
PLSN	PALESANO
PLNJ	PALANGE
PJNKPF	PAGENKOPF
PTN	PADON
PTMNPN	PADMANABHAN
PTN	PADINHA
PKN	PACKEN
PST	PACITTO
PXN	PACCHIANA
PPX	PABICH
AS	OZA
AP	OYABU
AFRTRF	OVERDORF
ART	OURADA
ATKL	OTUKOLO
ATRPN	OTTERBINE
ATLKN	OTTALAGANO
AT	OTO
A0R	OTHER
ATN	OTANO
ASTNK	OSTING
ASTK	OSTIGUY
ASTRLT	OSTERHOLT
ASL	OSLEY
ASKRSN	OSCARSON
ASL	OSAILE
ARTS	ORTZ
ARTLN	ORTOLANO
ART	ORTEA
ART	ORTE
ARTK	ORTAGA
ARSLK	ORSZULAK
ARSR	ORSER
ARHL	ORIHUELA
ARJL	OREJEL
ARTRK	ORDORICA
ARTNK	ORDING
ARTL	ORDAL
ARPN	ORBIN
ARNSK	ORANSKY
APL	OPPEL
ANSKRT	ONSGARD
ANTRK	ONDRICK
ALSN	OLSIN
ALMN	OLLMANN
ALFS	OLIVES
ALFR	OLAVARRIA
ALN	OLANO
ALFSN	OLAFSON
AKN	OKUNO
AKNSK	OKUNIEWSKI
AKHR	OKUHARA
AKRNT	OKRENT
AKNSK	OKONIEWSKI
AKK	OKEKE
AS	OHS
AHTNK	OHOTNICKY
AN	OHNO
ALNT	OHLUND
ALNTRF	OHLENDORF
AHR	OHAIRE
AKS	OGAZ
AKNT	OGANDO
AFLT	OFFIELD
ATRN	ODIORNE
AKLR	OCLAIR
AKNFLS	OCKENFELS
AXK	OCHOCKI
AKMP	OCAMB
AKLHN	OCALLAHAN
APLTN	OBLETON
APRL	OBERLY
APRLMN	OBERHELMAN
APRPK	OBERBECK
NLN	NYLIN
NTK	NYDICK
NKK	NWACHUKWU
NTSMN	NUTZMANN
NK	NUQUE
NNS	NUNZ
NL	NULLE
NFR	NUFFER
NT	NOTTI
N0M	NOTHUM
N0NJL	NOTHNAGEL
NT	NOTAH
NST	NOSSETT
NS	NOSE
NSPX	NOSBISCH
NRKS	NORRIX
NRLN	NORLIEN
NRKN	NORKIN
NRTN	NORDON
NRTMR	NORDMEYER
NRT	NORAT
N	NOOE
NKLP	NOKLEBY
NFSJR	NOFZIGER
NNS	NOENS
NFSN	NIVISON
N	NIU
NTLR	NITTLER
NSLK	NISSALKE
NXK	NISHIKAWA
NNS	NINNESS
NN	NIN
NMN	NIMON
NFNK	NIFONG
NRSK	NIEWIEROSKI
NTSR	NIETZER
NML	NIEMELA
NKLT	NICOLETTE
NKLT	NICOLETTA
NK	NICO
NKLS	NICKOLAS
NKLS	NICKLESS
NKL	NICKLAW
NKL	NICCOLI
NPS	NIBBS
NLNT	NEYLAND
NMRK	NEWMARK
N	NEWEY
NPR	NEWBAUER
NFR0	NEVWIRTH
NFRMN	NEVERMAN
NSR	NEUSER
NMR	NEUMAIER
NFFL	NEUFVILLE
NTSL	NETZLEY
NTSL	NETZEL
NTL	NETTLE
NSNKR	NEISWONGER
NSNTR	NEISWENDER
NLN	NEILAN
NTRT	NEIDHARDT
NSM0	NEESMITH
NPJN	NEBGEN
NF	NAVIA
NT	NATE
NST	NASUTI
NS	NASSO
NSM	NASSIMI
NX	NASHE
NSS	NASES
NR	NARO
NRT	NARDO
NRSMN	NARASIMHAN
NKF	NAQVI
NNK	NANKA
NMN	NAMAN
NRSTT	NAHRSTEDT
NKR	NAGURA
NKRJN	NAGARAJAN
NTL	NADILE
NPRS	NABOURS
NPRS	NABERS
MSNKR	MYSINGER
MNR	MYNEAR
MSRL	MUZZARELLI
M0K	MUTHIG
MSXN	MUSTIAN
MSKS	MUSKUS
MSKL	MUSKELLY
MS	MUSI
MXTK	MUSHTAQ
MSK	MUSCA
MRSNSK	MURZYNSKI
MRSN	MURZYN
MRL	MURRILLO
MRL	MURELLO
MRT	MURDY
MRK	MURAKAWA
MNSNKR	MUNSINGER
MNL	MUNNELL
MNKS	MUNKS
MNKPRK	MUNKBERG
MNTRF	MUNDORF
MM	MUMMEY
MLK	MULLICK
MLKN	MULKIN
MLLN	MULHOLLEN
MLKR	MULGREW
MLTRK	MULDERIG
MLK	MULAC
ML	MUEHL
MTMN	MUDDIMAN
MKRMN	MUCKERMAN
MKN0LR	MUCKENTHALER
MX	MUCH
MXL	MUCCIOLO
MRSK	MRUCZEK
MRSK	MRAZEK
MT	MOWAT
MR	MOURE
MLT	MOULD
MTS	MOTTS
MSR	MOSURE
MSR	MOSSOR
MSPRK	MOSSBERG
MSLR	MOSLER
MX	MOSHA
MSKP	MOSCRIP
MXT	MOSCHETTI
MSPRKR	MOSBARGER
MR	MORUA
MRS	MORSS
MRN	MORRON
MRL	MORRALL
MRN	MORONI
MRK	MORIOKA
MRK	MORICCA
MRJNSN	MORGENSEN
MRKNSN	MORGANSON
MRXT	MORESHEAD
MRL	MORELY
MRX	MORCH
MRS	MORAS
MRR	MORAR
MRNFL	MORANVILLE
MRLS	MORALAS
MRK	MORAK
MRTL	MORADEL
M0RT	MOOTHART
MNN	MOONEN
MNSNK	MONZINGO
MNTPTT	MONTPETIT
MNTJ	MONTJOY
MNTKT	MONTEAGUDO
MNS	MONOZ
MNKRN	MONGRAIN
MNKN	MONGON
MNTJR	MONDEJAR
MNS	MONAS
MNXN	MONACHINO
MMPLSR	MOMPLAISIR
MMN	MOMIN
MMNT	MOMENT
MLPS	MOLPUS
MLN	MOLONY
MLNR	MOLNER
MLT	MOLLEDA
MLNSK	MOLINSKI
MLNL	MOLINELLI
MLFT	MOLFETTA
MLNT	MOLENDA
MLXN	MOLCHAN
MSN	MOHSENI
MK	MOGG
MRK	MOERKE
MNS	MOENIUS
MLMN	MOEHLMAN
MTN	MODUGNO
MT	MODI
MTST	MODEST
MTR	MODER
MX	MOCH
MT	MOAT
MMR	MIYAMURA
MTLSTT	MITTLESTADT
MTLSTT	MITTELSTEDT
MTLMN	MITTELMAN
MTXLN	MITSCHELEN
MTR	MITRO
MXN	MITCHAN
MST	MISTY
MS	MISSEY
MSNMR	MISENHIMER
MR	MIRRA
MRJ	MIRJAH
MRNT	MIRANTE
MSK	MIOSEK
MNTR	MINTEER
MNRT	MINROD
MNNK	MINNING
MN	MINNEY
MNM	MINNEMA
MNM	MINIUM
MNHN	MINIHANE
MNKX	MINICUCCI
MNX	MINECCI
MNX	MINCHEY
MLT	MILOTA
MLSN	MILLSON
ML	MILLOWAY
MLNS	MILLONZI
MLR	MILLIER
ML	MILLEY
MLM	MILLAM
MLL	MILILLO
MLPR0	MILBRATH
MKSK	MIKOWSKI
MKL	MIKOLA
MKLR	MIKLER
MHLK	MIHELIC
MHL	MIHAILA
MSN	MIESEN
MRSJSK	MIERZEJEWSKI
MKLS	MICKELS
MXNS	MICHIENZI
MXLK	MICHALKE
MSK	MIAZGA
MSTL	MEZYDLO
MSK	MEZICK
MNRT	MEYNARD
MLR	MEYLOR
MKSKN	MEXICANO
MTSKR	METSKER
MTRK	METRICK
MTR	METER
MSTT	MESTAD
MSK	MESKE
MRTNS	MERTINS
MRT	MERTA
MRSNKR	MERSINGER
MRXMN	MERSCHMAN
MRN	MERNA
MRL	MERILA
MRT0	MERIDIETH
MRJN	MERGEN
MRL	MEREL
MNSL	MENZELLA
MNS	MENZE
MNTNX	MENTNECH
MNSN	MENSON
MNSK	MENSICK
MNK	MENNIG
MNTL	MENDILLO
MMS	MEMOS
MLR	MELROY
MLXK	MELOCHICK
MLS	MELLS
MLKRN	MELLGREN
MLN	MELINE
MLX	MELICH
MLN	MELENA
MLXR	MELCHIORI
MLXNK	MELCHING
MLN	MELAHN
MLR	MEISLER
MNRTNK	MEINERDING
MLR	MEILLEUR
MTLNKR	MEIDLINGER
MNR	MEHNER
MKRPN	MEGRABYAN
MJ	MEGEE
MSN	MEEUWSEN
MTLR	MEDLAR
MTK	MEDICK
MTM	MEDEMA
MKLR	MECHLER
MXNK	MECHANIC
MTKRFT	MEADOWCROFT
MKPK	MCPIKE
MKPK	MCPEAKE
MKNL	MCNELL
MKNR	MCNEARY
MKMTR	MCMUTRY
MKMKN	MCMEEKIN
MKMNS	MCMANNUS
MKLN	MCLUEN
MKL0	MCLOUTH
MKLRN	MCLERRAN
MKLT	MCLEOUD
MKLKN	MCLAGAN
MKN	MCKONE
MKNL	MCKNEELY
MKSK	MCKISSIC
MKNL	MCKINNELL
MKLPS	MCKILLIPS
MKPN	MCKIBBON
MKNT	MCKENTY
MKNN	MCKENNAN
MKMN	MCKEEMAN
MKSN	MCKASSON
MSNTRF	MCINTURF
MSNRN	MCINERNY
MKN	MCHAN
MKRN	MCGURN
MKRL	MCGUIRL
MK	MCGUE
MKRN	MCGRAIN
MKNL	MCGONNELL
MKLMF	MCGLUMPHY
MKLFLN	MCGLAUFLIN
MKNT	MCGINITY
MKPN	MCGIBBONEY
MKK	MCGEOUGH
MKL	MCGAULEY
MKRF	MCGARVIE
MKFTR	MCFATTER
MSNTKRT	MCENTEGART
MSNR	MCENROE
MSLMR	MCELMURY
MSLN	MCELHINNY
MKTNL	MCDONNEL
MKTNL	MCDONIEL
MKT	MCDOE
MKTRMNT	MCDERMOND
MKTRMN	MCDEARMON
MKTRMN	MCDEARMAN
MKT	MCDAY
MKTNLT	MCDANNALD
MKTT	MCDAID
MKRN	MCCURREN
MKRSK	MCCROSKY
MKRN	MCCRANE
MKRK	MCCRAIG
MK	MCCOOEY
MK	MCCOO
MKLPN	MCCOLPIN
MKLK	MCCOLLOCH
MKLKS	MCCLUCAS
MKLSTR	MCCLESTER
MKLMNT	MCCLEMENT
MKLMRK	MCCLAMROCH
MKLM	MCCLAMMY
MKLLN	MCCLALLEN
MKRT	MCCARTE
MK	MCCAIE
MKTN	MCCADDON
MKNL	MCANELLY
MKLMNT	MCALMOND
MKLR	MCALARY
MSN	MAZZINI
MSRN	MAZZARINO
MSR	MAZZARA
MSNT	MAZZANTI
MSRK	MAZURK
MSR	MAZOR
MRL	MAYERLE
MNXN	MAYENSCHEIN
MRT	MAYARD
MNS	MAYANS
MKSTN	MAXEDON
MFRMTS	MAVROMATIS
MFNS	MAVINS
MFS	MAVES
MSR	MAUSSER
MLSP	MAULSBY
MT	MATYA
MTK	MATUKE
MT	MATTO
MTLR	MATTLER
MTS	MATTIACE
MTKSK	MATKOWSKI
M0RN	MATHERN
MTR	MATERO
MXT	MATCHETTE
MTX	MATAYOSHI
MTR	MATAR
MSTN	MASTINE
MSNK	MASSING
MSM	MASSIMO
MSR	MASSERIA
MSNPRK	MASSENBERG
MSRT	MASSARD
MST	MASOUD
MST	MASOTTI
MSLK	MASLAK
MS	MASEY
MSL	MASELLA
MSKRN	MASCARENA
MSKL	MASCALL
MRSL	MARZELLA
MRT	MARYOTT
MRK	MARWICK
MRK	MARUGG
MRT	MARTT
MRTNS	MARTINIS
MRXN	MARTIAN
MR0	MARTHA
MRSTLR	MARSTALLER
MRSNJL	MARSINGILL
MRSSK	MARSICEK
MRT	MAROTTO
MRKT	MARKET
MRKKRT	MARKEGARD
MRK	MARKE
MRNL	MARINELLA
MRN	MARIEN
MRJSN	MARGISON
MRKM	MARGHEIM
MRKSN	MARGASON
MRKRS	MARGARIS
MRKRT	MARGARET
MRT	MARETT
MRNTS	MARENTES
MRKT	MARCOTT
MRKN	MARCON
MRXN	MARCHENA
MRSLN	MARCELLINO
MPSTN	MAPSTON
MNXN	MANTIONE
MNTNN	MANTANONA
MNSR	MANSOURI
MN	MANOI
MNKS	MANKUS
MNKNS	MANKINS
MNN	MANIN
MNKS	MANIKAS
MNJR	MANGIERI
MNFRTN	MANFREDINI
MN	MANE
MNT	MANDT
MNTLN	MANDOLINI
MNTL	MANDLEY
MNSN	MANCINA
MNS	MANAS
MLTSPRK	MALTSBERGER
MLT	MALTAIS
MLMN	MALMIN
MLS	MALLIS
MLKT	MALLICOAT
MLK	MALLECK
MLK	MALLACH
MLKSK	MALKOWSKI
MLKN	MALKANI
MLT	MALITO
MLNSK	MALENSEK
MLNTR	MALANDRA
MLNTR	MALANDER
MKS	MAKOS
MKNN	MAKANANI
ML	MAILLE
ML	MAIL
MTNS	MAIDENS
MT	MAID
MHLT	MAHOWALD
MHL	MAHALA
MHJN	MAHAJAN
MNT	MAGNOTTA
MJR	MAGGIORE
MJL	MAGEL
MSTS	MAESTOS
MRS	MAERZ
MTX	MAEDCHE
MTS	MADISE
MT	MADI
MTS	MADES
MTLN	MADDALONI
MTK	MADAYAG
MTRS	MADARAS
MKNR	MACNAIR
MKNL	MACKINLAY
MKS	MACKESY
MKN	MACHON
MK	MACHIA
MX	MACHEY
MXSK	MACHESKY
MKSK	MACHACEK
MSK	MACEYAK
MX	MACCHIO
MKPRT	MACBRIDE
MPR	MABRAY
MX	MAASCH
LSSK	LYSESKI
LKN	LYKKEN
LSN	LUZANIA
LKSNPRK	LUXENBERG
LTRL	LUTRELL
LPKS	LUPKES
LPN	LUPINO
LPRTS	LUPARDUS
LNN	LUNNON
LNKFR	LUNGHOFER
LNTFL	LUNDVALL
LNTP	LUNDBY
LNTPRK	LUNDBORG
LL	LULOW
LKMN	LUKMAN
LKN	LUKIN
LKSSK	LUKASZEWSKI
LKKS	LUKACS
LKNS	LUGONES
LKR	LUGER
LTR	LUEDER
LTK	LUDEKE
LSK	LUCEK
LXT	LUCCHETTI
LXS	LUCCHESE
LSSK	LOZOWSKI
LSR	LOZARO
LR	LOYER
L0RT	LOWTHERT
LTRMLK	LOWDERMILK
LFTS	LOVITZ
LFNKT	LOVINGGOOD
LFNTSK	LOVENDUSKI
LR	LOURA
LNK	LOUNG
LNTR	LOUNDER
LKS	LOUKS
LFR	LOUGHRY
LTRML	LOUDERMILL
LT	LOTTA
LSTTR	LOSTETTER
LSKT	LOSKOT
LSSK	LOSIEWSKI
LRMN	LORMAN
LRN	LOREN
LRL	LORELLI
LRNJ	LORANGE
LNSNKR	LONSINGER
LNJNT	LONGINOTTI
LNKRST	LONGHURST
LMTK	LOMEDICO
LL	LOLA
LSR	LOHWASSER
LN	LOHN
LTN	LOHDEN
LKRS	LOGRASSO
LJ	LOGIE
LFTMN	LOFTMAN
LFTN	LOFTEN
LFS	LOFASO
LR	LOEWER
LRS	LOEHRS
LS	LOCY
LKNT	LOCONTE
LKRMN	LOCKERMAN
LKRP	LOCKERBY
LKN	LOCKEN
LPTN	LOBATON
LTMN	LOATMAN
LRS	LLERAS
LSK	LIZAK
LFNKT	LIVINGOOD
LTLR	LITWILER
LTFN	LITVIN
LTLTF	LITTLEDAVE
LTS	LITES
LS	LISEE
LPSK	LIPSZYC
LP	LIPPY
LNL	LIONELLO
LNST	LINSDAY
LNR	LINNEAR
LNKLTR	LINKLATER
LNKPK	LINGBECK
LNT	LINDIE
LNTNFLS	LINDENFELSER
LNTNPRK	LINDENBERGER
LNRS	LINAREZ
LMPR	LIMBER
LL	LILY
LKTNNK	LIGHTNING
LFK	LIFFICK
LT	LIETO
LSTMN	LIESTMAN
LPNS	LIEPINS
LNK	LIENG
